ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM2_TYPE,ADM3_PCODE,ADM3_EN
MG,Madagascar,MG11,Analamanga,MG11101001A,1er Arrondissement,District,MG11101001,1er Arrondissement
MG,Madagascar,MG11,Analamanga,MG11101002A,2e Arrondissement,District,MG11101002,2e Arrondissement
MG,Madagascar,MG11,Analamanga,MG11101003A,3e Arrondissement,District,MG11101003,3e Arrondissement
MG,Madagascar,MG11,Analamanga,MG11101004A,4e Arrondissement,District,MG11101004,4e Arrondissement
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,District,MG11101005,5e Arrondissement
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,District,MG11101006,6e Arrondissement
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102010,Alasora
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102039,Ankadikely Ilafy
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102050,Ambohimanambola
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102079,Sabotsy Namehana
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102099,Ambohimangakely
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102210,Manandriana
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102230,Ambohimalaza Miray
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102279,Fiaferana
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102319,Ambohimanga Rova
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102350,Viliahazo
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102379,Talata Volonondry
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102390,Anjeva Gara
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102410,Masindray
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,District,MG11102430,Ankadinandriana
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103010,Ambohidratrimo
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103030,Anosiala
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103050,Talatamaty
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103070,Antehiroka
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103090,Iarinarivo
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103111,Ivato Firaisana
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103112,Ivato Aeroport
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103130,Ambohitrimanjaka
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103150,Mahitsy
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103171,Merimandroso
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103172,Ambatolampy
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103190,Ampangabe
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103210,Ampanotokana
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103230,Mananjara
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103251,Manjakavaradrano
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103252,Antsahafilo
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103270,Ambohimanjaka
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103290,Fiadanana
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103310,Mahabo
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103330,Mahereza
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103350,Antanetibe
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103370,Ambohipihaonana
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103390,Ambato
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103410,Anjanadoria
MG,Madagascar,MG11,Analamanga,MG11103,Ambohidratrimo,District,MG11103430,Avaratsena
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104010,Ankazobe
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104030,Talata Angavo
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104050,Ambohitromby
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104071,Antotohazo
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104072,Marondry
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104090,Fihaonana
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104110,Mahavelona
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104130,Fiadanana
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104150,Tsaramasoandro
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104170,Ambolotarakely
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104190,Antakavana
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104210,Kiangara
MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,District,MG11104230,Miantso
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106011,Manjakandriana
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106012,Ambatolaona
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106030,Sambaina
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106050,Ambohibary
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106070,Ambatomanga
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106090,Alarobia
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106110,Mantasoa
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106130,Ranovao
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106150,Miadanandriana
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106170,Nandihizana
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106190,Anjepy
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106210,Ambanitsena
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106230,Ambohitrandriamanitra
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106251,Ambatomena
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106252,Ambohibao Sud
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106271,Ambohitseheno
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106272,Antsahalalina
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115031,Sabotsy Ambohitromby
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115032,Andohariana
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115050,Mandrosoa
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117470,Ambatofahavalo
MG,Madagascar,MG12,Vakinankaratra,MG12108,Antsirabe I,District,MG12108001,Antsenakely Andraikiba
MG,Madagascar,MG12,Vakinankaratra,MG12108,Antsirabe I,District,MG12108002,Ampatana Mandriankeniheny
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114050,Ampitatafika
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114079,Ambatomiady
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114090,Andranofito
MG,Madagascar,MG21,Haute Matsiatra,MG21205,Ambalavao,District,MG21205290,Fenoarivo
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208010,Ambohimahasoa
MG,Madagascar,MG21,Haute Matsiatra,MG21208,Ambohimahasoa,District,MG21208030,Ampitana
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223090,Ambohipo
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223110,Anjoman'ankona
MG,Madagascar,MG22,Amoron I Mania,MG22223,Manandriana,District,MG22223130,Vinany Andakatanikely
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211111,Ankarimbelo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211112,Antodinga
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211113,Kalafotsy
MG,Madagascar,MG25,Atsimo Atsinanana,MG25222,Befotaka,District,MG25222012,Antondabe
MG,Madagascar,MG25,Atsimo Atsinanana,MG25222,Befotaka,District,MG25222031,Marovitsika Sud
MG,Madagascar,MG25,Atsimo Atsinanana,MG25222,Befotaka,District,MG25222032,Antaninarenina
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106290,Ambohitrony
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106310,Merikanjaka
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106330,Anjoma Betoho
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106351,Ankazondandy
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106352,Soavinandriana
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106371,Ambohitrolomahitsy
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106372,Ampaneva
MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,District,MG11106390,Sadabe
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107019,Anjozorobe
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107070,Mangamila
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107099,Ambongamarina
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107110,Tsarasaotra
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107130,Ambohimanarina Marovazaha
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107150,Betatao
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107170,Alakamisy
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107190,Analaroa
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107211,Antanetibe
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107212,Belanitra
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107230,Ambatomanoina
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107250,Amparatanjona
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107270,Amboasary Nord
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107290,Androvakely
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107310,Ambohibary Vohilena
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107330,Ambohimirary
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107350,Marotsipoy
MG,Madagascar,MG11,Analamanga,MG11107,Anjozorobe,District,MG11107370,Beronono
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115010,Andramasina
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115071,Alatsinainy Bakaro
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115072,Antotohazo
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115091,Ambohimiadana
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115092,Tankafatra
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115110,Alarobia Vatosola
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115130,Fitsinjovana Bakaro
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115150,Sabotsy Manjakavahoaka
MG,Madagascar,MG11,Analamanga,MG11115,Andramasina,District,MG11115170,Anosibe Trimoloharano
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117011,Ampitatafika
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117012,Anosizato Andrefana
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117030,Andranonahoatra
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117050,Ambohidrapeto
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117070,Bemasoandro
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117090,Fiombonana
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117110,Itaosy
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117130,Ambavahaditokana
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117150,Tanjombato
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117170,Andoharanofotsy
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117190,Ankaraobato
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117210,Soalandy
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117230,Antanetikely
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117250,Alatsinainy Ambazaha
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117270,Ampanefy
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117290,Ankadimanga
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117311,Fenoarivo
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117312,Alakamisy Fenoarivo
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117330,Soavina
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117350,Ambohijanaka
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117370,Ampahitrosy
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117390,Bongatsara
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117410,Androhibe
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117430,Tsiafahy
MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,District,MG11117450,Ambalavao
MG,Madagascar,MG12,Vakinankaratra,MG12108,Antsirabe I,District,MG12108003,Soamalaza Mahatsinjo
MG,Madagascar,MG12,Vakinankaratra,MG12108,Antsirabe I,District,MG12108004,Antsirabe Afovoany Atsinanana
MG,Madagascar,MG12,Vakinankaratra,MG12108,Antsirabe I,District,MG12108005,Manodidina Ny Gara Ambilombe
MG,Madagascar,MG12,Vakinankaratra,MG12108,Antsirabe I,District,MG12108006,Mahazoarivo Avarabohitra
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109010,Betafo
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109030,Andranomafana
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109050,Mandritsara
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109070,Alakamisy Anativato
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109090,Antsoso
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109110,Tritriva
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109130,Soavina
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109150,Manohisoa
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109170,Ambatonikolahy
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109190,Antohobe
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109211,Mahaiza
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109212,Anosiarivo Manapa
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109230,Alakamisy Marososona
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109250,Ambohimanambola
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109270,Ambohimasina
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109290,Inanantonana
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109390,Alarobia Bemaha
MG,Madagascar,MG12,Vakinankaratra,MG12109,Betafo,District,MG12109490,Andrembesoa
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110010,Ambatolampy
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110030,Morarano
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110050,Ambohipihaonana
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110070,Manjakatompo
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110090,Ambatondrakalavao
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110110,Andriambilany
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110130,Belambo Firaisana
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110150,Andravola Vohipeno
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110170,Tsiafajavona Ankaratra
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110190,Ambodifarihy Fenomanana
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110210,Sabotsy Namatoana
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110230,Antanimasaka
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110250,Behenjy
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110270,Antsampandrano
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110291,Antanamalaza
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110292,Antakasina
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110310,Tsinjoarivo
MG,Madagascar,MG12,Vakinankaratra,MG12110,Ambatolampy,District,MG12110330,Andranovelona
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114010,Antanifotsy
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114030,Ambatolahy
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114110,Ambohimandroso
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114150,Ambatotsipihina
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114171,Ambohitompoina
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114172,Belanitra
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114199,Antsahalava
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114230,Ambodiriana
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,District,MG12114290,Antsampandrano
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116010,Faratsiho
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116030,Antsampanimahazo
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116050,Faravohitra
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116070,Ramainandro
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116090,Andranomiady
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116110,Vinaninony Atsimo
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116130,Ambohiborona
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116150,Miandrarivo
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,District,MG12116170,Valabetokana
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118010,Ambano
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118030,Belazao
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118050,Alakamisy
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118070,Antanimandry
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118090,Vinaninkarena
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118110,Andranomanelatra
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118130,Ambohidranandriana
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118150,Ambohimiarivo
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118170,Ambohitsimanova
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118190,Mangarano
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118210,Manandona
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118230,Antsoatany
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118250,Alatsinainy Ibity
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118270,Sahanivotry Manandona
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118290,Soanindrariny
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118310,Ambatomena
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118331,Ambohibary
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118332,Mandrosohasina
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118350,Tsarahonenana Sahanivotry
MG,Madagascar,MG12,Vakinankaratra,MG12118,Antsirabe II,District,MG12118370,Antanambao
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120010,Mandoto
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120030,Betsohana
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120050,Antanambao Ambary
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120070,Anjoma Ramartina
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120090,Ankazomiriotra
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120110,Fidirana
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120130,Vasiana
MG,Madagascar,MG12,Vakinankaratra,MG12120,Mandoto,District,MG12120150,Vinany
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105010,Arivonimamo I
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105030,Arivonimamo II
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105050,Ambohitrambo
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105070,Ampahimanga
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105090,Amboanana
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105110,Morafeno
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105130,Imerintsiatosika
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105150,Morarano
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105170,Ambatomirahavavy
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105190,Ambatomanga
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105211,Manalalondo
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105212,Antenimbe
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105213,Alakamisikely
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105214,Mahatsinjo Est
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105215,Marofangady
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105216,Rambolamasoandro Andranomiely
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105230,Ambohimandry
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105250,Antambolo
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105270,Ambohimasina
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105291,Ambohipandrano
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105292,Miandrandra
MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,District,MG13105310,Miantsoarivo
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112010,Miarinarivo I
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112030,Miarinarivo II
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112050,Ambatomanjaka
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112071,Manazary
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112072,Antoby Est
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112090,Soamahamanina
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112111,Analavory
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112112,Alatsinainikely
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112130,Mandiavato
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112151,Anosibe Ifanja
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112152,Sarobaratra Ifanja
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112170,Zoma Bealoka
MG,Madagascar,MG13,Itasy,MG13112,Miarinarivo,District,MG13112190,Soavimbazaha
